week_start,settlement_date,settlement_price,n_train_obs,observed_days,n_observed,ar1_phi,ar1_sigma,ar1_c,ar1_r_squared,model_mean,model_std,model_median,last_train_price,P_gt_2p90,realized_gt_2p90,P_gt_3p00,realized_gt_3p00,P_gt_3p10,realized_gt_3p10,P_gt_3p20,realized_gt_3p20,P_gt_3p30,realized_gt_3p30,P_gt_3p35,realized_gt_3p35,P_gt_3p40,realized_gt_3p40,P_gt_3p45,realized_gt_3p45,P_gt_3p50,realized_gt_3p50,P_gt_3p60,realized_gt_3p60,P_gt_3p70,realized_gt_3p70,P_gt_3p80,realized_gt_3p80,P_gt_3p90,realized_gt_3p90,P_gt_4p00,realized_gt_4p00,P_gt_4p10,realized_gt_4p10,P_gt_4p20,realized_gt_4p20,P_gt_4p30,realized_gt_4p30,P_gt_4p40,realized_gt_4p40,P_gt_4p50,realized_gt_4p50
2025-12-22,2025-12-29,2.825,19,4,4,-0.09422290692062017,0.004210338472920067,100.65910608964198,0.8322649148035502,3.174077639221676,0.02998540995114761,3.174110904633676,2.858,1.0,0.0,1.0,0.0,0.99216,0.0,0.19528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,2026-01-05,2.812,26,4,4,-0.1349709400846686,0.0039598342084636385,222.2489889940277,0.7458835689248947,2.864826581207311,0.02737622859268624,2.8649652296487327,2.828,0.09804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,2026-01-12,2.796,33,4,4,-0.03981881085293476,0.004095387970035371,-15.486385083068704,0.7159940843160761,2.8503223765711825,0.03024139224102068,2.8500684550860043,2.814,0.04992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,2026-01-19,2.825,40,4,4,-0.09631809688279848,0.003828437690425792,-14.349662791989594,0.721996451725269,2.836295558254765,0.027127198857636703,2.8363890731612145,2.795,0.00988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,2026-01-26,2.881,47,4,3,0.26500086247550064,0.004942512185356356,-2.2058239304664706,0.7212359853481829,2.8006862216005044,0.05311444652896151,2.8010209973602707,2.824,0.03212,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,2026-02-02,2.875,53,4,4,0.2553845095289902,0.006469115981756139,-7.697893775856618,0.6089029880773659,2.8683716122397303,0.060847592246990996,2.868170216426654,2.864,0.30104,0.0,0.01564,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,2026-02-09,2.902,60,4,4,0.3186250945667355,0.006855902281488081,-0.4784670279199584,0.5392740389182834,2.849030472385888,0.06887863109575171,2.8491761774992392,2.87,0.22912,1.0,0.0146,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,2026-02-16,2.929,67,4,4,0.32252925258720966,0.006483484601642669,0.8184106839349571,0.5562641034791507,3.0105056978579774,0.0646197448267109,3.0108786385780246,2.897,0.95448,1.0,0.5638,0.0,0.08228,0.0,0.00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,2026-02-23,2.938,74,4,4,0.3519425423362551,0.00634952998126668,-0.006944055708750179,0.5914471292276747,2.9106813282070716,0.06579642576990263,2.9107498704983,2.927,0.56412,1.0,0.08444,0.0,0.00228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,2026-03-02,2.997,81,4,4,0.33284103538935217,0.006579313732116258,0.09563663818876725,0.5311154194037652,3.002513713303245,0.06677720047874723,3.0019519931806045,2.934,0.93844,1.0,0.51172,0.0,0.07392,0.0,0.00136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,2026-03-09,3.478,88,4,4,0.32560713977069333,0.006513357153935951,0.09934871528812858,0.5555685458892143,3.3248876955262174,0.06452033794716265,3.324538764856542,2.984,1.0,1.0,1.0,1.0,0.99972,1.0,0.97296,1.0,0.65216,1.0,0.34868,1.0,0.1218,1.0,0.02612,1.0,0.00344,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
