week_start,settlement_date,settlement_price,n_train_obs,observed_days,n_observed,ar1_phi,ar1_sigma,ar1_c,ar1_r_squared,model_mean,model_std,model_median,last_train_price,P_gt_2p90,realized_gt_2p90,P_gt_3p00,realized_gt_3p00,P_gt_3p10,realized_gt_3p10,P_gt_3p20,realized_gt_3p20,P_gt_3p30,realized_gt_3p30,P_gt_3p35,realized_gt_3p35,P_gt_3p40,realized_gt_3p40,P_gt_3p45,realized_gt_3p45,P_gt_3p50,realized_gt_3p50,P_gt_3p60,realized_gt_3p60,P_gt_3p70,realized_gt_3p70,P_gt_3p80,realized_gt_3p80,P_gt_3p90,realized_gt_3p90,P_gt_4p00,realized_gt_4p00,P_gt_4p10,realized_gt_4p10,P_gt_4p20,realized_gt_4p20,P_gt_4p30,realized_gt_4p30,P_gt_4p40,realized_gt_4p40,P_gt_4p50,realized_gt_4p50
2025-12-22,2025-12-29,2.825,19,2,2,-0.09422290692062017,0.004210338472920067,100.65910608964198,0.8322649148035502,3.2212372137645273,0.03660598050965211,3.221291936456738,2.858,1.0,0.0,1.0,0.0,0.99932,0.0,0.71868,0.0,0.01536,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,2026-01-05,2.812,26,2,2,-0.1349709400846686,0.0039598342084636385,222.2489889940277,0.7458835689248947,2.878187104955055,0.03322470537819218,2.8782959697124646,2.828,0.25652,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,2026-01-12,2.796,33,2,2,-0.03981881085293476,0.004095387970035371,-15.486385083068704,0.7159940843160761,2.8560863679636053,0.03627562756964455,2.8559759818878647,2.814,0.11328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,2026-01-19,2.825,40,2,2,-0.09631809688279848,0.003828437690425792,-14.349662791989594,0.721996451725269,2.813882153271475,0.03302747711064695,2.81364968035541,2.795,0.00484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,2026-01-26,2.881,47,2,2,0.26500086247550064,0.004942512185356356,-2.2058239304664706,0.7212359853481829,2.790850374878509,0.0591671058769801,2.7908701057521004,2.824,0.033,0.0,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,2026-02-02,2.875,53,2,2,0.2553845095289902,0.006469115981756139,-7.697893775856618,0.6089029880773659,2.909515187271965,0.0761737796702635,2.9099464344923542,2.864,0.55408,0.0,0.11532,0.0,0.00608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,2026-02-09,2.902,60,2,2,0.3186250945667355,0.006855902281488081,-0.4784670279199584,0.5392740389182834,2.8360346323052923,0.08709588941712071,2.835789565556345,2.87,0.23208,1.0,0.03024,0.0,0.00108,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,2026-02-16,2.929,67,2,2,0.32252925258720966,0.006483484601642669,0.8184106839349571,0.5562641034791507,3.016556279386094,0.08328517955286473,3.0161870939942874,2.897,0.9204,1.0,0.57756,0.0,0.15824,0.0,0.01472,0.0,0.0004,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,2026-02-23,2.938,74,2,2,0.3519425423362551,0.00634952998126668,-0.006944055708750179,0.5914471292276747,2.887842947308413,0.0836845392585548,2.888057464401203,2.927,0.44276,1.0,0.0912,0.0,0.0058,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,2026-03-02,2.997,81,2,2,0.33284103538935217,0.006579313732116258,0.09563663818876725,0.5311154194037652,2.9846202152531256,0.08471736059261699,2.985304422843419,2.934,0.84092,1.0,0.4294,0.0,0.0854,0.0,0.00552,0.0,0.00012,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,2026-03-09,3.478,88,2,2,0.32560713977069333,0.006513357153935951,0.09934871528812858,0.5555685458892143,3.2404345663239584,0.08366952267235939,3.2406914881282276,2.984,0.99992,1.0,0.99764,1.0,0.95368,1.0,0.68812,1.0,0.2396,1.0,0.09584,1.0,0.02724,1.0,0.00556,1.0,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-09,2026-03-16,3.718,95,2,2,0.2486575968753792,0.012319434012410037,0.23709900741448708,0.7150214012445819,4.258218567068898,0.14425325200318723,4.258141331871315,3.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99944,0.0,0.99368,0.0,0.96168,0.0,0.86404,0.0,0.65636,0.0,0.38476,0.0,0.1618,0.0,0.0484,0.0
