week_start,settlement_date,settlement_price,n_train_obs,observed_days,n_observed,ar1_phi,ar1_sigma,ar1_c,ar1_r_squared,model_mean,model_std,model_median,last_train_price,P_gt_2p90,realized_gt_2p90,P_gt_3p00,realized_gt_3p00,P_gt_3p10,realized_gt_3p10,P_gt_3p20,realized_gt_3p20,P_gt_3p30,realized_gt_3p30,P_gt_3p35,realized_gt_3p35,P_gt_3p40,realized_gt_3p40,P_gt_3p45,realized_gt_3p45,P_gt_3p50,realized_gt_3p50,P_gt_3p60,realized_gt_3p60,P_gt_3p70,realized_gt_3p70,P_gt_3p80,realized_gt_3p80,P_gt_3p90,realized_gt_3p90,P_gt_4p00,realized_gt_4p00,P_gt_4p10,realized_gt_4p10,P_gt_4p20,realized_gt_4p20,P_gt_4p30,realized_gt_4p30,P_gt_4p40,realized_gt_4p40,P_gt_4p50,realized_gt_4p50
2025-12-22,2025-12-29,2.825,19,1,1,-0.09422290692062017,0.004210338472920067,100.65910608964198,0.8322649148035502,3.2235669794706387,0.03937640212252969,3.223580357961776,2.858,1.0,0.0,1.0,0.0,0.99904,0.0,0.7284,0.0,0.02592,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,2026-01-05,2.812,26,1,1,-0.1349709400846686,0.0039598342084636385,222.2489889940277,0.7458835689248947,2.8614053483876436,0.03556137095056882,2.861601287673332,2.828,0.13956,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,2026-01-12,2.796,33,1,1,-0.03981881085293476,0.004095387970035371,-15.486385083068704,0.7159940843160761,2.860359534330886,0.03958480379956285,2.86031473950063,2.814,0.15656,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,2026-01-19,2.825,40,1,1,-0.09631809688279848,0.003828437690425792,-14.349662791989594,0.721996451725269,2.796133500129909,0.03594867130788166,2.796339715978605,2.795,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,2026-01-26,2.881,47,1,1,0.26500086247550064,0.004942512185356356,-2.2058239304664706,0.7212359853481829,2.806639385635703,0.0645066748711418,2.806839733451551,2.824,0.07436,0.0,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,2026-02-02,2.875,53,1,1,0.2553845095289902,0.006469115981756139,-7.697893775856618,0.6089029880773659,2.9242540699165915,0.08304743254777482,2.923640487156477,2.864,0.61368,0.0,0.1814,0.0,0.01684,0.0,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,2026-02-09,2.902,60,1,1,0.3186250945667355,0.006855902281488081,-0.4784670279199584,0.5392740389182834,2.8323651768954465,0.09539320660514407,2.8322247441908814,2.87,0.23968,1.0,0.0396,0.0,0.00268,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,2026-02-16,2.929,67,1,1,0.32252925258720966,0.006483484601642669,0.8184106839349571,0.5562641034791507,3.007582421727143,0.09040251833139418,3.007677655495189,2.897,0.8814,1.0,0.53436,0.0,0.15408,0.0,0.01668,0.0,0.00052,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,2026-02-23,2.938,74,1,1,0.3519425423362551,0.00634952998126668,-0.006944055708750179,0.5914471292276747,2.9179813747701173,0.09194834927135372,2.9180216110791966,2.927,0.57808,1.0,0.18424,0.0,0.02536,0.0,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,2026-03-02,2.997,81,1,1,0.33284103538935217,0.006579313732116258,0.09563663818876725,0.5311154194037652,2.9792906662299505,0.09237386353450644,2.979129253386718,2.934,0.80508,1.0,0.41088,0.0,0.09564,0.0,0.0088,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
